search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,cta_text,link_url,start_date,stop_date,total_active_days,impressions_lower,impressions_upper,spend_lower,spend_upper,currency,page_likes,snapshot_url,collected_at
Zara,719441647538714,Netshort -DP3,492103327330462,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1765872000,1766390400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1585921452580600,Netshort -DP3,492103327330462,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1765872000,1766390400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
H&M Indonesia,1192771335397128,Netshort HM2,468864172966290,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1746601200,1747810800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,1151025386689812,Netshort HM2,468864172966290,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1746601200,1747033200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,1230583611993279,Netshort HM2,468864172966290,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1746601200,1747119600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,1084393090224457,Netshort HM2,468864172966290,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1746601200,1747119600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,2432992093720642,Netshort HM2,468864172966290,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1746601200,1746946800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
Zara,1795993667735721,Netshort-Türkçe,583188691542684,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1770105600,1773471600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Puma,1534948397688721,NextFrameai,756867170849781,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1759042800,1759906800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
H&M Indonesia,1341390969624963,Nikkei Asia,204862942932993,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1618815600,1619420400,N/A,N/A,N/A,N/A,N/A,JPY,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,767189694380021,Nikmatul Sugiyarto,101403669397488,INACTIVE,FACEBOOK,N/A,N/A,N/A,N/A,N/A,1676188800,1676534400,N/A,N/A,N/A,N/A,N/A,IDR,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,1402571983816586,Nikmatul Sugiyarto,101403669397488,INACTIVE,FACEBOOK,N/A,N/A,N/A,N/A,N/A,1674115200,1674374400,N/A,N/A,N/A,N/A,N/A,IDR,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,486354716767787,Nikmatul Sugiyarto,101403669397488,INACTIVE,FACEBOOK,N/A,N/A,N/A,N/A,N/A,1665903600,1666162800,N/A,N/A,N/A,N/A,N/A,IDR,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,951141767365088,Novel Populer Harian,968861129634916,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1769932800,1770192000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,26072957585641434,Novel Populer Harian,968861129634916,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1769760000,1770105600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,909438125069146,Novel Populer Harian,968861129634916,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1769760000,1770105600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
H&M Indonesia,1979781692640245,Novel Populer Harian,968861129634916,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1769760000,1770105600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:05:05
Zara,1747910012792799,Ns-Luckytdd-007,632311059976917,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1766476800,1766995200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,4342927422655416,Ns-MCTM-03,919563427908350,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1768291200,1771488000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,893510083321426,Ns-Newtdd-002,768890899638019,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1771056000,1772265600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,773586769152318,Ns-Owl-04,935770922958411,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1772006400,1773212400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1405504600872240,Ns-Owl-04,935770922958411,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1772006400,1773212400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1641574350346397,Ns-Owl-04,935770922958411,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1772006400,1773212400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1665475154613505,Ns-Owl-04,935770922958411,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1772006400,1773039600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,946920988006240,Ns-Owl-10,981925668340064,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1771920000,1772697600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1280203317414955,Ns-Owl-11,1031778466675553,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1773212400,1773644400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,933825765749658,Ns-XZQ-06,938695489331009,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1771142400,1772438400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,712686675167999,Ns-XZQ-06,938695489331009,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1771142400,1772352000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,4420617011593554,Ns-XZQ-10,948230571712487,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1772524800,1773039600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,973616412275570,Ns-XZQ-9,997372603456830,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774335600,1775026800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,903613688844117,Ns-YXB-ST,552981401237268,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768723200,1770710400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1618563829302317,Ns-YXB-ST,552981401237268,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768723200,1769414400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,2030634694449860,Ns-YXB-ST,552981401237268,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768464000,1770192000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1955946555267934,Ns-YXB-ST,552981401237268,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1767859200,1769932800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1895732087703986,Ns-YXB-ST,552981401237268,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1767686400,1769846400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1073770481522056,Ns-YXB-ST2dd,569293052935653,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1767772800,1772870400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1252974969555063,Ns-YXB-ST3,612097048647327,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1773212400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,4338035869846190,Ns-YXB-ST4,594424770419257,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768636800,1768896000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,916895237357973,Ns-YXB-ST4,594424770419257,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768636800,1770019200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1403958374570588,Ns-YXB-ST4,594424770419257,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768636800,1768896000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1305491161595540,Ns-YXB-ST4,594424770419257,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768636800,1768809600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1343600807785760,Ns-ZZQ-06,949901008211883,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1771315200,1772524800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1047694460928250,Ns-zsuse2,1028731346979747,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1769846400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,25234085829624877,NsNs-FH2,620989297757749,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1768204800,1772265600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Puma,1802292333999287,Nykaa Fashion,643203752679097,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1753858800,1761980400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1000074151981185,Nykaa Fashion,643203752679097,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1750143600,1752649200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,967892298532136,Nykaa Fashion,643203752679097,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1733212800,1750057200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1049155800283663,Nykaa Man,1847438171942944,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1731139200,1744527600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
flash sale,1117170860227200,ONYX Rewards,623661054349675,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",N/A,N/A,N/A,N/A,N/A,1751958000,1752649200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:06:20
flash sale,1081435709866037,Odenson,106790438420001,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1730880000,1765094400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:06:20
Puma,863300250099106,Olympique de Marseille,6051144797,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1771401600,1771833600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
flash sale,881652574110825,Online Store,102962015717047,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1730707200,1743577200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:06:20
Puma,947111257621271,OnlySpark - Real Dating and Chat,379364285253297,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1741676400,1760079600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
flash sale,1186443519675068,Onlyou in,1337602283031308,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",N/A,N/A,N/A,N/A,N/A,1765440000,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:06:20
diskon,948367704378050,Ostofit Indonesia,543484682181349,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1766476800,1770019200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:07:56
Zara,1335475111395810,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1761548400,1762243200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,704593522109943,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1761548400,1762243200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Zara,1133450092320887,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1761548400,1761980400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Puma,779814751535467,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1760857200,1761548400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Zara,1174072627919869,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1760857200,1761548400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:04:01
Nike Indonesia,602428411828109,PDI Perjuangan,39253583478,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1693206000,1693292400,N/A,N/A,N/A,N/A,N/A,IDR,N/A,N/A,2026-04-03 04:59:04
Nike Indonesia,310643268189773,PDI Perjuangan,39253583478,INACTIVE,FACEBOOK,N/A,N/A,N/A,N/A,N/A,1693206000,1693292400,N/A,N/A,N/A,N/A,N/A,IDR,N/A,N/A,2026-04-03 04:59:04
flash sale,1311310137009997,POUND - Rockout. Workout.,117821374931788,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1756364400,1757142000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:06:20
flash sale,1321292032896886,POUND - Rockout. Workout.,117821374931788,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1756364400,1757142000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:06:20
Puma,1998839741027942,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1774335600,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,26122457374090733,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1774335600,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1273534318065450,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1774249200,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1607343423848762,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774162800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,2595597040835047,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774162800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,773621745525779,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774162800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,2476746196098033,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774076400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1468898004781187,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774076400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,866625116398051,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774076400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,2178234759614012,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774076400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1214976603756408,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774076400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1353898803213707,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774076400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,943275614713092,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1774076400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1496763828678657,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1773730800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,949329941379876,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1773730800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,4303208899951464,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1773730800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,984259498111124,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1773385200,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1556343185466586,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1773385200,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1249403913997127,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1773212400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1877729626190746,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1772179200,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,4206529786276495,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1772179200,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1115613237324760,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1772179200,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1491267015694753,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1771401600,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1896189097682780,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1770796800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,2228016387723022,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1770796800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,912819614458334,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1770624000,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1784853479106386,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1770624000,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,861063443598444,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1770537600,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,33663613063282598,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1770537600,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1062987509013760,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,N/A,N/A,N/A,1758524400,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,4131023323800366,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1758438000,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,778849198340440,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1758438000,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1724046994908617,PUMA,56470448215,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,N/A,N/A,N/A,1753254000,1755154800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1852903725259285,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,N/A,N/A,N/A,1749538800,1775113200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,1110604960670394,PUMA Sportstyle,836112459857911,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1757314800,1757660400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
Puma,24533398622931517,PUMA Sportstyle,836112459857911,INACTIVE,INSTAGRAM,N/A,N/A,N/A,N/A,N/A,1753772400,1754118000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-04-03 05:00:58
