search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,caption,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,page_likes,collation_count,categories,targeted_countries,page_profile_url,collected_at
diskon,846019907887852,"Goodbye Galau, Goodbye GERD",328759517588462,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,Hilangkan Stress dan Nikmati Tidur Nyenyak,"Solusi Alami untuk Tidur Nyenyak dan Mengurangi Stres: Heion Ashwagandha

Rasakan manfaat tidur yang mendalam dan perasaan lega dari stres dengan bantuan Heion Ashwagandha. Diperkaya dengan komponen a",http://heion.id,Order now,https://loop.heion.id/heion-ashwagandha-2,2025-10-23,2026-04-01,160,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,16671.0,1.0,UNKNOWN,,https://www.facebook.com/GoodbyeGERDGalau/,2026-04-02 20:11:56
Nike Indonesia,879482415050419,HOOPS Indonesia.,304441020043010,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"BLUE LOCK MODE UP TO 70%

Available on our online and offline stores (Go check our story instagram highlight for locations)
Website : hoopsindonesia.co.id | BLUE LOCK MODE UP TO 70%

Available on our ",https://hoopsindonesia.co.id/,Shop now,https://hoopsindonesia.co.id/product/IB9563-101/nike-lebron-xxiii-ep-point-forward,2026-03-13,2026-04-01,19,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3921.0,1.0,UNKNOWN,,https://www.facebook.com/HOOPSnyaINDONESIA/,2026-04-02 20:08:59
Nike Indonesia,4406618289618720,HOOPS Indonesia.,304441020043010,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"Fresh whites for the Eid.


Which one are you rocking this Eid?

Available on our online and offline stores (Go check our story instagram highlight for locations)
Website : hoopsindonesia.co.id

HOOPS",https://hoopsindonesia.co.id/,Shop now,https://hoopsindonesia.co.id/,2026-03-11,2026-04-01,21,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3921.0,5.0,UNKNOWN,,https://www.facebook.com/HOOPSnyaINDONESIA/,2026-04-02 20:08:59
Nike Indonesia,1477902367105083,HOOPS Indonesia.,304441020043010,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"NEW ARRIVAL

Available on our online and offline stores (Go check our story instagram highlight for locations)
Website : hoopsindonesia.co.id | NEW ARRIVAL

Available on our online and offline stores ",https://hoopsindonesia.co.id/,Shop now,https://hoopsindonesia.co.id/product/IB9563-101/nike-lebron-xxiii-ep-point-forward,2026-02-27,2026-04-02,33,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3921.0,2.0,UNKNOWN,,https://www.facebook.com/HOOPSnyaINDONESIA/,2026-04-02 20:08:59
Adidas Indonesia,1230319275208616,HOOPS Indonesia.,304441020043010,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"NEW HEAT DROPPED AT HOOPS INDONESIA

Available on our online and offline stores (Go check our story instagram highlight for locations)
Website : hoopsindonesia.co.id | NEW HEAT DROPPED AT HOOPS INDONE",https://hoopsindonesia.co.id/,Shop now,https://hoopsindonesia.co.id/,2026-02-05,2026-04-01,54,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3921.0,3.0,UNKNOWN,,https://www.facebook.com/HOOPSnyaINDONESIA/,2026-04-02 20:09:23
Adidas Indonesia,1611186736744193,HOOPS Indonesia.,304441020043010,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"NEW HEAT DROPPED AT HOOPS INDONESIA

Available on our online and offline stores (Go check our story instagram highlight for locations)
Website : hoopsindonesia.co.id | NEW HEAT DROPPED AT HOOPS INDONE",https://hoopsindonesia.co.id/,Shop now,https://hoopsindonesia.co.id/,2026-02-05,2026-04-01,54,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3921.0,,UNKNOWN,,https://www.facebook.com/HOOPSnyaINDONESIA/,2026-04-02 20:09:23
H&M Indonesia,366281132619723,HP Tuners,371459246228217,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"MPVI3［OBDIIツール］とVCM Suite［診断およびチューニングソフトウェア］でトラック、乗用車、ATV、パーソナルウォータークラフトなどをチューニングしましょう。さらに、HP Tunersを使用するチューニングの全プロセスで、専門家による技術サポートをご利用いただけます。

故障コード「チェックエンジン」ライトのスキャン
 エンジン性能のデータログ
 高度な診断データの表示
 車両のカ",hptuners.com,Shop now,https://www.hptuners.com/?utm_source=facebook&utm_medium=internationalretail&utm_campaign=portuguese,2023-12-05,2025-10-22,686,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,123662.0,1.0,UNKNOWN,,https://www.facebook.com/HPTuners/,2026-04-02 20:11:07
H&M Indonesia,712739397208333,HP Tuners,371459246228217,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"Tu herramienta todo en uno de tuning y diagnóstico de vehículos ya está aquí. 💪 Hazlo tu mismo con nuestra herramienta MPVI3 OBDII y el software VCM Suite para tunear, registrar y verificar datos y di",hptuners.com,Shop now,https://www.hptuners.com/?utm_source=facebook&utm_medium=internationalretail2&utm_campaign=arabic,2023-12-05,2025-10-22,686,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,123662.0,1.0,UNKNOWN,,https://www.facebook.com/HPTuners/,2026-04-02 20:11:07
H&M Indonesia,376434471437215,HP Tuners,371459246228217,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"هل أنت مستعد لضبط مركبتك؟ توفر لك HP Tuners ما تحتاج إليه: 
🔵 MPVI3: قم بتوصيل هذه الأداة بمنفذ OBDII في مركبتك
💻 برنامج VCM Suite: بادر بتنزيل برنامجنا المجاني للضبط والتشخيص على حاسوبك المحمول 
⚙️ ا",hptuners.com,Shop now,https://www.hptuners.com/?utm_source=facebook&utm_medium=internationalretail4&utm_campaign=spanish,2023-12-05,2025-10-22,686,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,123662.0,1.0,UNKNOWN,,https://www.facebook.com/HPTuners/,2026-04-02 20:11:07
flash sale,669491899566165,"Harley-Davidson of Bangkok, Thailand",106182649424538,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",MULTI_IMAGES,N/A,"เสื้อฮู้ดดี้ หมวกแก๊ป อาร์มติดเสื้อ เลือกไอเทมที่ใช่ ก่อนดีลนี้จะหายไป
Up to 35% Off - Shop your Harley Look Now!
#HarleyDavidsonBangkok #HarleyRama9 #PowerStation #SpecialOffer #FlashSale2025",N/A,N/A,N/A,2025-10-17,2025-11-17,31,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,321421.0,1.0,UNKNOWN,,https://www.facebook.com/HDBKK/,2026-04-02 20:11:31
H&M Indonesia,766110216307847,Hats EMB,105813992016379,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",IMAGE,N/A,"🧐 Are you wondering if you will receive a proof before you order?⁠
⁠
Once you place your order, we will digitize your logo/image and you then will then receive an actual stitched image for approval be",N/A,N/A,N/A,2025-09-16,2026-04-02,198,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,4905.0,1.0,UNKNOWN,,https://www.facebook.com/HatsEMB/,2026-04-02 20:11:07
H&M Indonesia,540932685387705,Hazoorilal By Sandeep Narang at Hazoorilal Jewellers GK-1,263490613804414,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Hazoorilal By Sandeep Narang at Hazoorilal Jewellers GK-1,Hazoorilal By Sandeep Narang at Hazoorilal Jewellers GK-1,instagram.com,Visit Instagram profile,http://instagram.com/hazoorilaljewellers,2024-11-01,2025-05-16,196,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,191468.0,2.0,UNKNOWN,,https://www.facebook.com/hazoorilaljewellersgk/,2026-04-02 20:11:07
diskon,4205599686328302,Henleys.id,675106332348989,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER, THREADS",VIDEO,Mencerahkan dan Mencegah Jerawat,"Mencerahkan Kulit Kusam, dan Mencegah Jerawat dalam 14 Hari

🎁 Diskon up to 35% + COD + Gratis Ongkir.

Wajah berminyak, gampang kusam, dan gampang jerawatan tapi takut cuci muka bikin kulit kering?

",skincare.henleys.id,Order now,https://skincare.henleys.id/daily-skincare-purchase-v/,2025-11-26,2026-04-01,125,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,804.0,2.0,UNKNOWN,,https://www.facebook.com/henleys.id/,2026-04-02 20:11:56
H&M Indonesia,1201475344673817,Hocho-Knife,612821522109699,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},Get a special present by subscription of the Official Newsletter for Sushi Knives! | Get a special present by subscription of the Official Newsletter for Sushi Knives! | Get a special present by subsc,http://www.hocho-knife.com/newsletter/,Learn more,http://fb.me/,2024-11-25,2026-04-01,491,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,144565.0,1.0,UNKNOWN,,https://www.facebook.com/hochoknife/,2026-04-02 20:11:07
H&M Indonesia,782351940924793,Huawei,119405895873,INACTIVE,FACEBOOK,IMAGE,Huawei,HUAWEI Pura 80 Series. Follow us and witness a stunning new era in smartphone design and photography.,facebook.com,Like Page,https://www.facebook.com/119405895873,2025-08-12,2025-08-31,19,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,31665770.0,13.0,UNKNOWN,,https://www.facebook.com/huawei/,2026-04-02 20:11:07
H&M Indonesia,683402857989764,Humbot,200859339776865,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,"Create Unique, High-Impact Content Instantly!","🌍 Anxious About AI Detection?
Humbot allows you to convert AI to Human Text and Bypass AI Detectors like GPTZero and Turnitin!
✅ Fast & easy
✅ 100% undetectable!
✅ High-Quality Rewriting
✅ Original Ou",humbot.ai,Learn more,https://humbot.ai/,2025-05-15,2026-04-01,321,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7226.0,2.0,UNKNOWN,,https://www.facebook.com/HumbotAI/,2026-04-02 20:11:07
H&M Indonesia,1690202961911152,Hyva,100209413417132,INACTIVE,FACEBOOK,IMAGE,Hyva,"Maximum payload for long-haul transportation

Hyva 1-line wetkits for tipping semitrailers deliver maximum performance at minimum weight and with the shortest possible tipping cycle. 
Hyva hydraulic s",facebook.com,Like Page,https://facebook.com/HyvaGroup,2025-02-25,2026-02-03,343,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,212409.0,1.0,UNKNOWN,,https://www.facebook.com/HyvaGroup/,2026-04-02 20:11:07
H&M Indonesia,1688835352078066,IAAC - Advanced Architecture Barcelona,247876728823,INACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},"📣 Wanna participate in IAAC's 11th Advanced Architecture Contest?

Share your vision for Barcelona 2051 and compete for: €60,000 Full scholarships at IAAC 💥

🗓️ Deadline: Feb 12, 2026
Apply today! 👉 |",advancedarchitecturecontest.org,Sign up,https://advancedarchitecturecontest.org/?utm_source=meta&utm_medium=ppc&utm_campaign=aacontest2026,2025-11-20,2026-02-13,85,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,46695.0,2.0,UNKNOWN,,https://www.facebook.com/IAACbcn/,2026-04-02 20:11:07
flash sale,674871391815475,IELTS Advantage,336283596572661,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Don't miss out on 10% off IELTS VIP! Limited time offer.,"Limited time only - get 10% off our highly effective IELTS course. 

If you're ready to improve your IELTS score, this is the perfect opportunity. Don't miss out on this exclusive offer. 

Take the fi",ieltsadvantage.com,Learn more,https://www.ieltsadvantage.com/vip2-discount/?utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_content={{ad.name}},2025-05-03,2026-04-02,334,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3994255.0,,UNKNOWN,,https://www.facebook.com/IELTSAdvantage/,2026-04-02 20:11:31
Nike Indonesia,942143918227486,IKEA Indonesia,103196121411186,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,SALE 1000+ produk IKEA,Promo besar-besaran dari IKEA hanya sampai 5 April. Jangan sampai terlewat!,fb.com,Shop now,https://fb.com/canvas_doc/1407653737235801,2026-03-28,2026-04-01,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11300.0,3.0,UNKNOWN,,https://www.facebook.com/100071238653857/,2026-04-02 20:08:59
Nike Indonesia,1982860948987249,IKEA Indonesia,103196121411186,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,SALE 1000+ produk IKEA,Promo besar-besaran dari IKEA hanya sampai 5 April. Jangan sampai terlewat!,fb.com,Shop now,https://fb.com/canvas_doc/26060861773542293,2026-03-28,2026-04-01,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11300.0,3.0,UNKNOWN,,https://www.facebook.com/100071238653857/,2026-04-02 20:08:59
flash sale,693666843821006,IToolMax,856180378066667,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.name}},🔥 Black Friday Flash Sale: 49% OFF + FREE Shipping! | 🔥 Black Friday Flash Sale: 49% OFF + FREE Shipping! | 🔥 Black Friday Flash Sale: 49% OFF + FREE Shipping!,itoolmax.com,Shop now,https://www.itoolmax.com/collections/black-friday,2025-11-18,2025-12-20,32,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,27849.0,,UNKNOWN,,https://www.facebook.com/100031093964970/,2026-04-02 20:11:31
diskon,1326933562393479,IddMart,284748862122876,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.price strip_zeros}},"Toko berpengalamn selama 8 thn, reputasi yg bagus, bisa transaksi dgn aman dan percaya dengan COD，Diskon 50% | Toko berpengalamn selama 8 thn, reputasi yg bagus, bisa transaksi dgn aman dan percaya de",iddmart.com,Shop now,https://www.iddmart.com/,2025-09-06,2026-04-01,207,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,8915.0,,UNKNOWN,,https://www.facebook.com/100069235085115/,2026-04-02 20:11:56
diskon,762588876612700,Indodana.id,2023735301201343,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"Nikmati fitur AI dan Awesome Nightography Samsung A56 bayarnya pake Indodana Paylater
✨Cicilan mulai 700ribuan/bulan
📅Tenor hingga 12 bulan | Nikmati fitur AI dan Awesome Nightography Samsung A56 baya",u.indodana.id,Learn more,https://u.indodana.id/Tqjl/zaoeux4w,2025-09-11,2026-04-01,202,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,15604.0,1.0,UNKNOWN,,https://www.facebook.com/indodana.official/,2026-04-02 20:11:56
diskon,752132961047504,Indodana.id,2023735301201343,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"Upgrade HP kamu ke yang baru! Bisa dicicil tanpa kartu kredit pake Indodana Paylater
✨Limit Hingga 50 Juta
📅 Cicilan Hingga 12 Bulan
✔ Cicilan 0% | Upgrade HP kamu ke yang baru! Bisa dicicil tanpa kar",u.indodana.id,Learn more,https://u.indodana.id/Tqjl/zaoeux4w,2025-08-29,2026-04-01,215,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,15604.0,1.0,UNKNOWN,,https://www.facebook.com/indodana.official/,2026-04-02 20:11:56
Nike Indonesia,706163310390636,Indonesia Emas 2045,550341305079911,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,N/A,"""Setuju! Kepemimpinan perempuan akan meningkatkan profesionalisme. Terima kasih Kak Menteri, Erick Thohir atas kesempatannya.",N/A,N/A,N/A,2022-03-21,2022-03-25,4,100K-125K,N/A,N/A,IDR,13214.0,1.0,POLITICAL,,https://www.facebook.com/2045indonesiaemas/,2026-04-02 20:08:59
H&M Indonesia,1210955381066284,Infineon Technologies AG,345383962211058,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},Dive into our different types of EV chargers and find all information for your design on our website! 🔌👇 | Dive into our different types of EV chargers and find all information for your design on our ,www.infineon.com,Learn more,https://www.infineon.com/applications/industrial/ev-charging/dc?utm_campaign=202510_glob_en_gip.a.evc&utm_medium=socialmediapaid&utm_source=meta_imagead&utm_content=website_applicationpage&utm_term=&uid=ci75520001&aid=ai7552,2025-10-09,2026-04-02,175,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,304063.0,,UNKNOWN,,https://www.facebook.com/Infineon/,2026-04-02 20:11:07
Adidas Indonesia,825469473258566,Invincible Indonesia,2256282441358131,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,INVINCIBLE ID,"The adidas Megaride shoes bring together street-ready style and comfort. Inspired by urban fashion, they blend classic design with a modern edge, built to keep up with your pace.

#adidas",invincible.id,Learn more,https://www.invincible.id/collections/new-arrivals/products/megaride-ag-supplier-colour-supplier-colour-supplier-colour,2026-03-31,2026-04-01,1,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,943.0,,UNKNOWN,,https://www.facebook.com/InvincibleIndonesia/,2026-04-02 20:09:23
H&M Indonesia,543279855501347,IronPanda,109822885273085,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DCO,{{product.name}},"Meet the toughest person in the world: Mom! 🙌
IRONPANDA's Mother's Day Sale is on - get her a unique-designed shirt that shows off her strength and style. #IronPandaMothersDay | Meet the toughest pers",ironpandafit.com,Shop now,https://www.ironpandafit.com/collections/mothers-day-sale,2025-04-27,2025-05-13,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,163858.0,1.0,UNKNOWN,,https://www.facebook.com/ironpandaofficial/,2026-04-02 20:11:07
H&M Indonesia,1254812973289563,JAS Worldwide,270560749776027,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"Real-Time Visibility, Instant Capacity.

Immediate warehouse space in Frankfurt, Singapore, and Moss with JAS SmartHub for full network visibility. Connect storage, inventory, and transportation data ",jas.com,Learn more,https://www.jas.com/services/contract-logistics/,2025-12-18,2026-01-01,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1069.0,1.0,UNKNOWN,,https://www.facebook.com/JASWorldwide/,2026-04-02 20:11:07
Nike Indonesia,755589847634742,JD Sports Indonesia,110201748089956,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Eid Deals Up To 50% Off,"New fit for a fresh start.
Eid Deals up to 50% off.
Sneakers, apparel and accessories at JD.
Limited time.",fb.com,Shop now,https://fb.com/canvas_doc/757135137330785,2026-04-01,2026-04-01,0,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7581.0,,UNKNOWN,,https://www.facebook.com/jdsportsindo/,2026-04-02 20:08:59
H&M Indonesia,3784554265136868,JOM Car Parts & Car Hifi GmbH,182746652928,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}},"Zusatzinstrument, Youngtimer, Ãldruck, schwarz, Ã52mm | Autoabdeckung / Auto-Vollgarage, silber, GrÃ¶Ãe  500 x 190 x 150 cm, inkl. Reflexionsstreifen, ReiÃverschluss Fahrerseite (Links), Reifen Be",https://www.jom.de,Shop now,https://www.jom.de/,2024-07-12,2026-04-01,628,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6563.0,,UNKNOWN,,https://www.facebook.com/JOMcarparts/,2026-04-02 20:11:07
Zara,25559174487101117,Jaha Film Festival,495907596949372,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Jaha Film Festival,Jaha Film Festival,watch.eventive.org,Learn more,https://watch.eventive.org/jaha/passes,2026-02-01,2026-02-09,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,4.0,1.0,UNKNOWN,,https://www.facebook.com/61572720112328/,2026-04-02 20:10:42
flash sale,1172844730896425,Jete Indonesia,447442132448506,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",VIDEO,N/A,"‼️ FLASH SALE HARI TERAKHIR ‼️

Halo JETE Lovers!👋🏻
Gimana keseruan flash sale kemarin di JETE Pakuwon City Surabaya? Pastinya super seru, ramai, dan petcahhhhh banget!🔥

Hari ini HARI TERAKHIR JETE b",jete.id,Learn more,https://jete.id/store/?utm_source=metaads&utm_medium=%7B%7Bplacement%7D%7D&utm_campaign=%7B%7Badset.name%7D%7D&utm_content=%7B%7Bad.name%7D%7D,2025-11-13,2026-04-01,138,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3587.0,1.0,UNKNOWN,,https://www.facebook.com/jeteindonesia/,2026-04-02 20:11:31
H&M Indonesia,1354210962179739,Jooce_sa,100168242519542,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Jooce_sa,Savings Bundle | Savings Bundle | Savings Bundle,hormonebalance.co.za,Shop now,https://www.hormonebalance.co.za/product-category/bundles/,2024-07-10,2025-04-25,289,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11640.0,1.0,UNKNOWN,,https://www.facebook.com/joocesa/,2026-04-02 20:11:07
H&M Indonesia,2034442547350952,KIKA Keyboard,102261438609944,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Kika Keyboard - 表情符号键盘，贴纸，GIF,Kika Keyboard - 表情符号键盘，贴纸，GIF,play.google.com,Install now,http://play.google.com/store/apps/details?id=kika.emoji.keyboard.teclados.clavier,2025-12-23,2026-04-02,99,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1856.0,1.0,UNKNOWN,,https://www.facebook.com/100065239500427/,2026-04-02 20:11:07
H&M Indonesia,1759100324647066,KIKA Keyboard,102261438609944,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,♥ 𝙨𝙩𝙮𝙡𝙞𝙨𝙝 𝙖𝙣𝙙 𝙘𝙧𝙚𝙖𝙩𝙞𝙫𝙚 𝙠𝙚𝙮𝙗𝙤𝙖𝙧𝙙 ♥,Tired of boring keyboards? 💔  Get ready to fall in love with KIKA Keyboard!,play.google.com,Install now,http://play.google.com/store/apps/details?id=kika.emoji.keyboard.teclados.clavier,2025-04-04,2025-05-26,52,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1856.0,6.0,UNKNOWN,,https://www.facebook.com/100065239500427/,2026-04-02 20:11:07
Adidas Indonesia,1067499663814306,Kabar Indonesia 24 Jam,2310449272530041,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,N/A,"Gak cuma didukung, tapi diberi investasi dan disediakan juga wadahnya untuk para pencipta karya lokal. Terima kasih Pak Erick Thohir atas dukungan dan kesempatannya.",N/A,N/A,N/A,2022-02-07,2022-02-12,5,80K-90K,N/A,N/A,IDR,53716.0,1.0,POLITICAL,,https://www.facebook.com/KabarIndonesia24Jam/,2026-04-02 20:09:23
H&M Indonesia,725314977194206,"Kari Kampakis, Writer",305328356259939,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,N/A,"This beauty is here!!!🩵💙💚💛

It’s Launch Day, so girl moms, grab your copy and spread the word. You can order here:

• Amazon - https://amzn.to/42AQ84Y
• Barnes & Noble - https://shorturl.at/Sgl1x
• Ch",N/A,N/A,N/A,2025-09-17,2025-10-03,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,52152.0,,UNKNOWN,,https://www.facebook.com/karikampakiswriter/,2026-04-02 20:11:07
flash sale,675528488847895,Kebun Langit,931203736739637,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kebun Langit,Cara Cepat Pohon Berbuah Lebat Dengan Hemat | Cara Cepat Pohon Berbuah Lebat Dengan Hemat | Cara Cepat Pohon Berbuah Lebat Dengan Hemat,shopee.co.id,Shop now,http://shopee.co.id/kebunlangit,2025-12-20,2026-04-01,101,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2408.0,,UNKNOWN,,https://www.facebook.com/61585015321270/,2026-04-02 20:11:31
flash sale,1131442742402523,Kebun Langit,931203736739637,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kebun Langit,Cara Cepat Pohon Berbuah Lebat Dengan Hemat | Cara Cepat Pohon Berbuah Lebat Dengan Hemat | Cara Cepat Pohon Berbuah Lebat Dengan Hemat,shopee.co.id,Shop now,http://shopee.co.id/kebunlangit,2025-12-16,2026-04-01,105,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2408.0,,UNKNOWN,,https://www.facebook.com/61585015321270/,2026-04-02 20:11:31
Nike Indonesia,583586129307146,Kita dan Bumi,115623183473391,INACTIVE,INSTAGRAM,PAGE_LIKE,N/A,"Good news! Hmm kayaknya bisa nih Indonesia punya 50% atau 100% kali ya energi terbarukan di 2045 😊 Amin!

Salah satu berita yang membahagiakan. Karena 13 Perusahaan ini menyatakan kesediaannya untuk t",instagram.com,Visit Instagram profile,http://instagram.com/kitadanbumi,2021-09-01,2021-09-05,4,100K-125K,N/A,N/A,IDR,15581.0,1.0,POLITICAL,,https://www.facebook.com/100068905342487/,2026-04-02 20:08:59
Adidas Indonesia,1441828767398559,Komunitas SepakBola Indonesia,386622367872136,ACTIVE,FACEBOOK,IMAGE,Komunitas SepakBola Indonesia,"Pernah nggak sih, sebelum tidur malah ke-scroll bahasan Carrick lagi? 🥱 Lucunya, yang komen kayak paling tau dalemnya klub! Kadang heran aja, kenapa orang segampang itu ngeremehin?",facebook.com,Like Page,https://www.facebook.com/386622367872136,2026-03-06,2026-04-01,25,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,8708.0,1.0,UNKNOWN,,https://www.facebook.com/royaleinfinitygameonline/,2026-04-02 20:09:23
diskon,666605399369585,Kopi Kenangan,1998901183771358,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"Ajak temen, dapet kopi gratis!

📲 Share link referral kamu di aplikasi Kopi Kenangan dan nikmati promo Buy 1 Get 1 sepuasnya!

Makin banyak ngajak, makin banyak kopi gratisnya! | Ajak temen, dapet kop",play.google.com,Install now,http://play.google.com/store/apps/details?id=com.kopikenangan,2025-09-24,2026-04-01,189,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,27379.0,1.0,UNKNOWN,,https://www.facebook.com/kopikenangan.id/,2026-04-02 20:11:56
