search_term,ad_id,page_id,page_name,page_category,page_verified,ig_username,ig_followers,page_likes,status,platforms,display_format,ad_title,ad_copy_preview,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,eu_reach,gender_audience,age_audience,categories,targeted_countries,total_ads_found,ad_library_url,page_profile_url,collected_at
flash sale,'1396119361979679,'437091022819643,Elfisha Skin ID,Health/beauty,NOT_VERIFIED,elfishaskin,7977,2834,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Pelopor Day Cream Anti Luntur,"🚨 FLASH SALE ALERT: DISKON UP TO 50%! 🚨

Akhirnya nemu juga! Elfishaskin, Pelopor Day Cream Anti Luntur yang lagi viral. Kunci wajah cerah & glowing seharian tanpa takut ""leleh"" kena matahari.

Kenapa harus Elfishaskin? ✨ Tahan lama & Anti Luntur ✨ Tekstur ringan & mudah meresap ✨ Cover noda di waja",Learn more,https://fb.com/canvas_doc/2275492362926046,2026-01-01,2026-04-02,91,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1396119361979679,https://www.facebook.com/61566027737560/,2026-04-03 05:34:47
H&M Indonesia,'163612356831892,'137800742756256,Ensiklopolitik,Non-Governmental Organization (NGO),NOT_VERIFIED,ensiklopolitik2024,46,658,INACTIVE,"FACEBOOK, INSTAGRAM",MULTI_IMAGES,N/A,"Dalam pertemuannya dengan Pjs daerah, Jokowi minta ASN untuk tetap menjaga demokrasi. Jokowi bilang ASN tidak boleh berpihak dan miring-miring. 

Buktinya, saat Jokowi berkunjung ke Bali, PJ Gubernur Bali minta baliho Ganjar-Mahfud buat dicopot. Pencopotan itu dilakukan di tiga lokasi yang dilewati ",N/A,N/A,2023-11-01,2023-11-02,1,60K-70K,N/A,N/A,IDR,N/A,N/A,N/A,POLITICAL,,50001,https://www.facebook.com/ads/library/?id=163612356831892,https://www.facebook.com/61552675163695/,2026-04-03 05:33:39
H&M Indonesia,'2102386810110197,'137800742756256,Ensiklopolitik,Non-Governmental Organization (NGO),NOT_VERIFIED,ensiklopolitik2024,46,658,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Ensiklopolitik,"Dalam pertemuannya dengan Pjs daerah, Jokowi minta ASN untuk tetap menjaga demokrasi. Jokowi bilang ASN tidak boleh berpihak dan miring-miring. 

Buktinya, saat Jokowi berkunjung ke Bali, PJ Gubernur Bali minta baliho Ganjar-Mahfud buat dicopot. Pencopotan itu dilakukan di tiga lokasi yang dilewati ",Learn more,https://www.tiktok.com/@ensiklopolitik/video/7296396602254707974,2023-11-01,2023-11-02,1,60K-70K,N/A,N/A,IDR,N/A,N/A,N/A,POLITICAL,,50001,https://www.facebook.com/ads/library/?id=2102386810110197,https://www.facebook.com/61552675163695/,2026-04-03 05:33:39
diskon,'2258113471349186,'651881531348486,Etawaherb,Medical & health,NOT_VERIFIED,etawaherbofc,2416,3641,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,𝐄𝐓𝐀𝐖𝐀𝐇𝐄𝐑𝐁 𝐔𝐍𝐓𝐔𝐊 𝐒𝐓𝐀𝐁𝐈𝐋𝐊𝐀𝐍 𝐓𝐄𝐊𝐀𝐍𝐀𝐍 𝐃𝐀𝐑𝐀𝐇 𝐓𝐈𝐍𝐆𝐆𝐈,"𝐄𝐓𝐀𝐖𝐀𝐇𝐄𝐑𝐁 𝐔𝐍𝐓𝐔𝐊 𝐒𝐓𝐀𝐁𝐈𝐋𝐊𝐀𝐍 𝐓𝐄𝐊𝐀𝐍𝐀𝐍 𝐃𝐀𝐑𝐀𝐇 𝐓𝐈𝐍𝐆𝐆𝐈
𝐌𝐈𝐍𝐔𝐌 𝟐𝐗 𝐒𝐄𝐇𝐀𝐑𝐈 𝐓𝐄𝐊𝐀𝐍𝐀𝐍 𝐃𝐀𝐑𝐀𝐇 𝐍𝐎𝐑𝐌𝐀𝐋 𝐊𝐄𝐌𝐁𝐀𝐋𝐈

Sudah banyak yang merasakan manfaatnya, 𝐄𝐓𝐀𝐖𝐀𝐇𝐄𝐑𝐁 merupakan Susu Terapi yang terbuat dari Susu Etawa Murni dengan ekstrak Daun kelor yang berfungsi MEMBANTU Mengatasi dan Mencegah Komplikasi HIPERTENSI

𝐌𝐚𝐧𝐟",Get offer,https://officialetawaherb.com/hipertensi/,2025-12-07,2026-04-02,116,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=2258113471349186,https://www.facebook.com/officialetawaherb/,2026-04-03 05:36:01
diskon,'24620513807628589,'330959760106411,Etawaku Platinum,Health/beauty,NOT_VERIFIED,etawaku.ofc,225,322,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",CAROUSEL,Etawaku Platinum,"‼️KLARIFIKASI PENTING‼️

sobat Etawaku, jangan percaya ya sama kabar ngga jelas diluaran sana yang nyebutin kalau kita stop produksi ya! kita, masih dan akan terus produksi demi membantu sobat Etawaku semua menyehatkan dan memelihara pernafasan kalian semua🙌",Learn more,https://shopee.co.id/universal-link/etawakuplatinum.id?deep_and_web=1&smtt=9&utm_campaign=s869532396_ss_id_fbca_cpas&utm_medium=seller&utm_source=facebook-ca,2025-11-27,2026-04-02,126,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=24620513807628589,https://www.facebook.com/61560016964427/,2026-04-03 05:36:01
diskon,'735542129574567,'330959760106411,Etawaku Platinum,Health/beauty,NOT_VERIFIED,etawaku.ofc,225,322,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",VIDEO,N/A,"❗❗𝐉𝐀𝐍𝐆𝐀𝐍 𝐃𝐄𝐍𝐆𝐄𝐑𝐈𝐍 𝐈𝐒𝐔 𝐇𝐎𝐀𝐗 𝐈𝐍𝐈 ❗❗`

Banyak beredar isu HOAX yang menyatakan bahwa Etawaku Platinum udah ngga produksi lagi.
Ini parah si, padahal Etawaku Platinum selalu produksi dan akan terus produksi untuk  kalian semua loh🥲. Ngga sedikit juga customer loyal yang selalu konsumsi  Etawaku Platinum",Learn more,https://shopee.co.id/universal-link/etawakuplatinum.id?deep_and_web=1&smtt=9&utm_campaign=s869532396_ss_id_fbca_cpas&utm_medium=seller&utm_source=facebook-ca,2025-11-27,2026-04-02,126,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=735542129574567,https://www.facebook.com/61560016964427/,2026-04-03 05:36:01
diskon,'1881284295816796,'330959760106411,Etawaku Platinum,Health/beauty,NOT_VERIFIED,etawaku.ofc,225,322,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",VIDEO,N/A,"❗❗𝐉𝐀𝐍𝐆𝐀𝐍 𝐃𝐄𝐍𝐆𝐄𝐑𝐈𝐍 𝐈𝐒𝐔 𝐇𝐎𝐀𝐗 𝐈𝐍𝐈 ❗❗`

Banyak beredar isu HOAX yang menyatakan bahwa Etawaku Platinum udah ngga produksi lagi.
Ini parah si, padahal Etawaku Platinum selalu produksi dan akan terus produksi untuk  kalian semua loh🥲. Ngga sedikit juga customer loyal yang selalu konsumsi  Etawaku Platinum",Learn more,https://shopee.co.id/universal-link/etawakuplatinum.id?deep_and_web=1&smtt=9&utm_campaign=s869532396_ss_id_fbca_cpas&utm_medium=seller&utm_source=facebook-ca,2025-11-27,2026-04-02,126,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1881284295816796,https://www.facebook.com/61560016964427/,2026-04-03 05:36:01
flash sale,'1719934496058380,'713394768514747,Etawaku Platinum Murni,Shopping Service,NOT_VERIFIED,N/A,N/A,1804,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,𝐖𝐄𝐁𝐒𝐈𝐓𝐄 𝐑𝐄𝐒𝐌𝐈 + 𝐅𝐋𝐀𝐒𝐇𝐒𝐀𝐋𝐄 𝟑 𝐁𝐎𝐗 𝐇𝐄𝐌𝐀𝐓 👉 𝗧𝗲𝗿𝗷𝘂𝗮𝗹 𝟭.𝟵𝟯𝟴.𝟳𝟯𝟴 𝗕𝗼𝘅 | ⭐⭐⭐⭐⭐(𝟰.𝟵/𝟱.𝟬),"𝐇𝐀𝐒𝐈𝐋 𝐓𝐄𝐑𝐁𝐔𝐊𝐓𝐈!! 𝐋𝐄𝐍𝐃𝐈𝐑 𝐓𝐄𝐍𝐆𝐆𝐎𝐑𝐎𝐊𝐀𝐍 𝐇𝐈𝐋𝐀𝐍𝐆 𝐒𝐄𝐋𝐀𝐌𝐀𝐍𝐘𝐀😍
Kini sudah tidak khawatir lagi akan adanya lendir ditenggorokan‼️
Etawaku Platinum hadir sebagai solusi alami untuk gangguan pernapasan seperti :
🔹 Lendir di tenggorokan
🔹 TBC
🔹 Batuk kronis 
🔹 Sesak napas
🔹 Pneumonia
Dengan kandungan terbaiknya ",Get offer,https://paruparusehat.com/etawaku-platinum-2/,2026-02-24,2026-03-30,34,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1719934496058380,https://www.facebook.com/61577120436738/,2026-04-03 05:34:47
diskon,'820282440479274,'105858612286361,Etawalin Resmi,Product/service,NOT_VERIFIED,N/A,N/A,18425,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,Diskon 50% + Potongan Ongkir + COD ⭐⭐⭐⭐⭐ (4.9),"𝐑𝐞𝐤𝐨𝐦𝐞𝐧𝐝𝐚𝐬𝐢 𝐒𝐮𝐬𝐮 𝐓𝐞𝐫𝐚𝐩𝐢 𝐍𝐲𝐞𝐫𝐢 𝐒𝐞𝐧𝐝𝐢 & 𝐀𝐬𝐚𝐦 𝐮𝐫𝐚𝐭!

Beli Susu Etawalin Di Toko Kami Untuk Mendapatkan Produk Yang 100% ASLI.
Sering mengalami Nyeri sendi,  Asam Urat, Rematik, Saraf Kejepit,  Kesemutan?? Etawalin Solusinya!
Sudah BPOM & Halal MUI jadi aman dikonsumsi.
.
Etawalin merupakan ramuan 𝗛𝗲𝗿𝗯𝗮",Get offer,https://distributor.etawalinoriginal.com/,2025-10-07,2026-04-02,177,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=820282440479274,https://www.facebook.com/resmietawalin/,2026-04-03 05:36:01
diskon,'1350490622912480,'101994949301808,Etawalin Susu Sehat,Food & Drink,NOT_VERIFIED,etawalinofficial.store,23961,110488,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,COD + POTONGAN ONGKIR HINGGA 100% + PROMO DISTRIBUTOR ETAWALIN ⭐⭐⭐⭐⭐,"Kami dari Distibutor Pusat Etawalin Indonesia yang resmi mengeluarkan 𝐒𝐩𝐞𝐬𝐢𝐚𝐥 𝐏𝐫𝐨𝐦𝐨 untuk Pelanggan Setia Kami atau pun pelanggan baru yang melakukan pembelian melalui website resmi www.etawalinherbalku.com Untuk bapak ibu yang 𝐛𝐞𝐥𝐮𝐦 mendapatkan 𝐏𝐫𝐨𝐦𝐨 𝐒𝐩𝐞𝐬𝐢𝐚𝐥, karena sebelumnya membeli di website la",Get offer,https://etawalinherbalku.com/,2025-12-12,2026-04-02,111,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1350490622912480,https://www.facebook.com/OfficialEtawalin/,2026-04-03 05:36:01
H&M Indonesia,'1183839723796239,'115941230199704,Explore Gansu,Travel Service,NOT_VERIFIED,gansuexplore,1455,1486661,INACTIVE,FACEBOOK,VIDEO,Live: Unlocking Dunhuang’s treasures,🤩The 8th #Dunhuang Cultural Expo is underway. 🙌Join China Daily reporter Erik and LICC's reporter Wen Jichao on an immersive journey to uncover Dunhuang's treasures and experience the brilliance of the #SilkRoad🐫. #SRDICEinChina #DunhuangCulture,N/A,N/A,2025-09-21,2025-09-24,3,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3679,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1183839723796239,https://www.facebook.com/ExploreGansu/,2026-04-03 05:33:39
diskon,'2106936053404763,'587165047808254,Eyebost Essential Pro,Vitamins/supplements,NOT_VERIFIED,eyebostkapsul,539,6877,ACTIVE,"FACEBOOK, MESSENGER",VIDEO,COD+DAPAT HARGA DISKON ⭐⭐⭐⭐⭐ (4.9) Terjual 10JT Box+,"𝐈𝐋𝐌𝐔 𝐃𝐀𝐑𝐈 𝐃𝐎𝐊𝐓𝐄𝐑 𝐓𝐈𝐑𝐓𝐀 !!!
𝐊𝐀𝐋𝐎 𝐃𝐈𝐁𝐈𝐀𝐑𝐈𝐍 𝐁𝐈𝐒𝐀 𝐁𝐔𝐓𝟒 𝐏𝐄𝐑𝐌𝐀𝐍𝐄𝐍  !!! ☘ ☘
𝐒𝐈𝐌𝐀𝐊 𝐒𝐀𝐌𝐏𝐀𝐈 𝐃𝐄𝐓𝐈𝐊 𝐓𝐄𝐑𝐀𝐊𝐇𝐈𝐑 !!!

Eyebost Essential Pro hadir dengan FORMULASI TANPA GULA & PEMANIS, 100% AMAN untuk penderita diabetes!

𝐌𝐚𝐧𝐟𝐚𝐚𝐭 𝗘𝘆𝗲𝗯𝗼𝘀𝘁 𝗘𝘀𝘀𝗲𝗻𝘁𝗶𝗮𝗹 𝗣𝗿𝗼 :
✅ Membantu membersihkan Selaput Gejala Katarak
✅ Membantu memb",Get offer,https://promoeyebost.com/,2026-02-15,2026-04-02,46,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=2106936053404763,https://www.facebook.com/61573042812488/,2026-04-03 05:36:01
diskon,'1437254841408883,'587165047808254,Eyebost Essential Pro,Vitamins/supplements,NOT_VERIFIED,eyebostkapsul,539,6877,ACTIVE,"FACEBOOK, MESSENGER",VIDEO,COD+DAPAT HARGA DISKON ⭐⭐⭐⭐⭐ (4.9) Terjual 10JT Box+,"𝐏𝐄𝐍𝐆𝐋𝐈𝐇𝐀𝐓𝐀𝐍 𝐁𝐔𝐑𝐀𝐌 𝐁𝐈𝐒𝐀 𝐉𝐄𝐑𝐍𝐈𝐇 𝐋𝐀𝐆𝐈 𝐃𝐀𝐋𝐀𝐌 𝐇𝐈𝐓𝐔𝐍𝐆𝐀𝐍 𝐇𝐀𝐑𝐈 !!
𝐇𝐀𝐒𝐈𝐋 𝐍𝐘𝐀𝐓𝐀 𝐊𝐀𝐏𝐒𝐔𝐋 𝐌𝐀𝐓𝐀 𝐄𝐘𝐄𝐁𝐎𝐒𝐓 𝐄𝐒𝐒𝐄𝐍𝐓𝐈𝐀𝐋 𝐏𝐑𝐎 ❤️ 

Eyebost Essential Pro hadir dengan FORMULASI TANPA GULA & 
PEMANIS, 100% AMAN untuk penderita diabetes!
𝐌𝐚𝐧𝐟𝐚𝐚𝐭 𝗘𝘆𝗲𝗯𝗼𝘀𝘁 𝗘𝘀𝘀𝗲𝗻𝘁𝗶𝗮𝗹 𝗣𝗿𝗼 :
✅ Membantu membersihkan Selaput Mata Katarak
✅ Membantu",Get offer,https://promoeyebost.com/,2026-02-07,2026-04-02,54,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1437254841408883,https://www.facebook.com/61573042812488/,2026-04-03 05:36:01
diskon,'999709872595504,'587165047808254,Eyebost Essential Pro,Vitamins/supplements,NOT_VERIFIED,eyebostkapsul,539,6877,ACTIVE,"FACEBOOK, MESSENGER",VIDEO,COD+DAPAT HARGA DISKON ⭐⭐⭐⭐⭐ (4.9) Terjual 10JT Box+,"𝗛𝗔𝗦𝗜𝗟 𝗡𝗬𝗔𝗧𝗔 𝗞𝗔𝗣𝗦𝗨𝗟 𝗠𝗔𝗧𝗔 𝗘𝗬𝗘𝗕𝗢𝗦𝗧 𝗘𝗦𝗦𝗘𝗡𝗧𝗜𝗔𝗟 𝗣𝗥𝗢 ❤️
𝗕𝗨𝗞𝗔𝗡 𝗕𝗢𝗛𝗢𝗡𝗚𝗔𝗡 !!

Eyebost Essential Pro hadir dengan FORMULASI TANPA GULA & PEMANIS, 100% AMAN untuk penderita diabetes!

𝐌𝐚𝐧𝐟𝐚𝐚𝐭 𝗘𝘆𝗲𝗯𝗼𝘀𝘁 𝗘𝘀𝘀𝗲𝗻𝘁𝗶𝗮𝗹 𝗣𝗿𝗼 :
✅ Membantu membersihkan Selaput Gejala Katarak
✅ Membantu membersihkan Lemak Mata
✅ Membantu ter",Get offer,https://promoeyebost.com/,2026-01-19,2026-04-02,73,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=999709872595504,https://www.facebook.com/61573042812488/,2026-04-03 05:36:01
Nike Indonesia,'1171540688285055,'844182382107723,Eyelid Surgery - Klinik Utama St Paul,Beauty Salon,NOT_VERIFIED,stpaul_jakarta_eyesurgery,11248,0,ACTIVE,INSTAGRAM,VIDEO,N/A,"𝐒𝐭.𝐏𝐚𝐮𝐥 𝐊𝐥𝐢𝐧𝐢𝐤 𝐔𝐭𝐚𝐦𝐚 𝐉𝐚𝐤𝐚𝐫𝐭𝐚
Kak Niken (20 tahun) – seorang content creator yang mengalami kondisi kantung mata bawah gelap dan bengkak cukup besar, membuat wajah terlihat lelah dan kurang percaya diri saat tampil di depan kamera.

Dengan keinginan memiliki mata yang lebih segar dan mengembalikan ra",Send message,https://www.instagram.com/,2026-03-31,2026-04-02,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=1171540688285055,https://www.facebook.com/61582066180397/,2026-04-03 05:28:23
Puma,'1006612394900348,'115205405188758,FC SHAKHTAR,Sports team,BLUE_VERIFIED,fcshakhtar,1017586,1993681,INACTIVE,INSTAGRAM,CAROUSEL,N/A,"🔝 Уболівальники визнали Кевіна найкращим гравцем «Шахтаря» в матчі з «Вересом» 👏
⠀
🙌 У переможному поєдинку української Прем’єр-ліги півзахисник відзначився забитим мʼячем ⚽️
⠀
🔝 Fans named Kevin Shakhtar Player of the Match in the clash with Veres 👏

🙌 The midfielder scored in the winning Ukrainian",Visit Instagram profile,https://www.instagram.com/_u/fcshakhtar,2025-04-17,2025-04-26,9,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2648,All,"{'min': 21, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1006612394900348,https://www.facebook.com/fcshakhtar/,2026-04-03 05:30:23
flash sale,'1342702447269198,'217510318107256,FLASH SALE,Shopping Service,NOT_VERIFIED,N/A,N/A,601,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER, THREADS",VIDEO,PROMO BELI 1 GRATIS 1,"‼️ TAHUKAN ANDA KERAK KOTORAN DAN NODA OLI MEMBANDEL MERUSAK MESIN KENDARAAN.
✅ KINI PRAKTIS HILANGKAN KARAT DAN NODA OLI DENGAN MUDAH, MENJAGA MESIN TETAP BERSIH DAN PRIMA

UNTUK PROMO DAN PEMBELIAN KLIK 👇
outletfacebook.my.id/ecautodetailingori
outletfacebook.my.id/ecautodetailingori

Deskripsi Pr",Get offer,http://outletfacebook.my.id/ecautodetailingori,2025-10-03,2026-04-02,181,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1342702447269198,https://www.facebook.com/flashsalespesial/,2026-04-03 05:34:47
flash sale,'1785684158775747,'588912994315148,FXIFY.com,Product/service,NOT_VERIFIED,fxifycom,89539,3679,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},{{product.brand}},Learn more,https://trader.fxify.com/purchasechallenge,2026-01-29,2026-02-05,7,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,18553,All,"{'min': 18, 'max': 65}",CREDIT,,50001,https://www.facebook.com/ads/library/?id=1785684158775747,https://www.facebook.com/fxifyhq/,2026-04-03 05:34:47
flash sale,'1288844746400909,'588912994315148,FXIFY.com,Product/service,NOT_VERIFIED,fxifycom,89539,3679,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},{{product.brand}},Get offer,https://trader.fxify.com/purchasechallenge,2026-01-28,2026-02-06,9,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,56213,All,"{'min': 18, 'max': 65}",CREDIT,,50001,https://www.facebook.com/ads/library/?id=1288844746400909,https://www.facebook.com/fxifyhq/,2026-04-03 05:34:47
flash sale,'2421605881673750,'588912994315148,FXIFY.com,Product/service,NOT_VERIFIED,fxifycom,89539,3679,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},{{product.brand}},Get offer,https://trader.fxify.com/purchasechallenge,2026-01-27,2026-02-06,10,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,25036,All,"{'min': 18, 'max': 65}",CREDIT,,50001,https://www.facebook.com/ads/library/?id=2421605881673750,https://www.facebook.com/fxifyhq/,2026-04-03 05:34:47
flash sale,'1938138947096909,'588912994315148,FXIFY.com,Product/service,NOT_VERIFIED,fxifycom,89539,3679,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},{{product.brand}},Get offer,https://trader.fxify.com/purchasechallenge,2026-01-27,2026-02-06,10,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,42665,All,"{'min': 18, 'max': 65}",CREDIT,,50001,https://www.facebook.com/ads/library/?id=1938138947096909,https://www.facebook.com/fxifyhq/,2026-04-03 05:34:47
Zara,'1227329079351087,'379593968568091,Fanbo,"Beauty, cosmetic & personal care",NOT_VERIFIED,fanbo.id,289590,660,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",IMAGE,N/A,"Zara Larsson Make up with Fanbo Cosmetics💅🏻✨
One more step like a queen👸🏼 

#fanbocosmetics #chicactiveinspiring",N/A,N/A,2026-01-19,2026-04-02,73,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1227329079351087,https://www.facebook.com/61562820488637/,2026-04-03 05:32:42
H&M Indonesia,'1214788600582763,'100438201823409,First Class Property Management,Property Management Company,NOT_VERIFIED,firstclass.dxb,8323,848,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Short Term vs. Long Term Rental in Dubai,"Short Term vs. Long Term Rental – what’s really better in Dubai?
Long-term feels safe. But short-term makes more.
In this episode, we break down the numbers, risks and rewards — so you can decide what’s right for your property.

👉 Listen now and discover where your unit earns more.",Learn more,https://firstclass-dxb.com/,2025-12-20,2026-02-17,59,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,146,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1214788600582763,https://www.facebook.com/firstclassdxb/,2026-04-03 05:33:39
flash sale,'1794718194648238,'407269333433580,Fit With Realfood,Food and drink,NOT_VERIFIED,fitwithrealfoodid,876103,70769,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE, ,Jaga daya tahan tubuh dengan Realfood! Beli sekarang diskon s/d 50% + voucher disc s/d 100rb hanya di Shopee.,Learn more,https://fb.com/canvas_doc/2008650356165749,2025-03-04,2026-04-02,394,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1794718194648238,https://www.facebook.com/FitWithRealfood/,2026-04-03 05:34:47
Zara,'913667398119484,'2268676000033710,Focallure Beauty Indonesia,"Beauty, cosmetic & personal care",NOT_VERIFIED,focallurebeautyid,278683,24814,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,✨ BEST SELLER ✨,"✨FOCALLURE 8 Shades Eyeshadow Palette — favorit banyak beauty lovers!
🌟 3 efek dalam 1 palet: matte smooth, shimmer glow, glitter bold
🎨 Tekstur silky & gampang blend — sekali swipe langsung intens!

🎁 Promo Terbatas:
Beli 1 Palette → FREE Powder 🎁
#FocallureID #HotItem #EyeMakeupGoals #Buy1Get1 #Li",Learn more,https://fb.com/canvas_doc/871348251936503,2026-03-13,2026-04-02,20,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=913667398119484,https://www.facebook.com/focallurebeautyid/,2026-04-03 05:32:42
flash sale,'1587391759234339,'2268676000033710,Focallure Beauty Indonesia,"Beauty, cosmetic & personal care",NOT_VERIFIED,focallurebeautyid,278682,24814,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}},"🎊🎊#Focallure 4.4 BIG SALE🎖️🎖️
🗓️ Tanggal: 4 Apr
⚡Flash Sale + 🎏Diskon Multi-item + 💸Voucher + 🎁Hadiah
🛍️Hemat uang tidak peduli bagaimana Anda membeli
#Focallure #44BIGSALE #FlashSale #Promo44",Shop now,https://shopee.co.id/universal-link/focallureofficialshop?deep_and_web=1&utm_campaign=s79745198_ss_id_fbc2_home&utm_source=facebook-ca&utm_medium=seller&utm_content=home&smtt=9,2026-02-27,2026-04-02,34,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1587391759234339,https://www.facebook.com/focallurebeautyid/,2026-04-03 05:34:47
flash sale,'1314705027093819,'2268676000033710,Focallure Beauty Indonesia,"Beauty, cosmetic & personal care",NOT_VERIFIED,focallurebeautyid,278682,24814,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",IMAGE,Penawaran Waktu Terbatas>>>,"🔥𝐅𝐋𝐀𝐒𝐇 𝐒𝐀𝐋𝐄🔥
⏰ Price drop only for limited hours
🎟️ Voucher Rp8K / Rp15K
💝 Free gifts included
⚡ Stok cepat habis — grab now!",Shop now,https://fb.com/canvas_doc/868695628898272,2025-12-31,2026-04-02,92,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1314705027093819,https://www.facebook.com/focallurebeautyid/,2026-04-03 05:34:47
