search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,caption,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,page_likes,collation_count,categories,targeted_countries,page_profile_url,collected_at
Puma,863300250099106,Olympique de Marseille,6051144797,INACTIVE,INSTAGRAM,VIDEO,N/A,"𝐋𝐞 𝐓𝐎𝐏 𝟏𝟎 👕 | Troisième kit 27/28 OM
 
Vous avez jusqu’à ce soir 00h pour élire votre maillot préféré parmi les dix sélectionnés 👉 https://aicreator.puma.com/fr",N/A,Send message,N/A,2026-02-18,2026-02-23,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,8877612.0,1.0,UNKNOWN,N/A,https://www.facebook.com/OM/,2026-04-02 18:36:33
Nike,1180568300636956,Omneky,2167135919979533,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,N/A,"Video is the most powerful format in advertising, but it's also the most resource-intensive. Today, that changes.

We are thrilled to announce Omneky's new ✨AI Video Generation Suite✨, a revolutionary",www.omneky.com,Learn more,http://www.omneky.com/,2025-10-29,2026-01-29,92,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,14530.0,2.0,UNKNOWN,N/A,https://www.facebook.com/omneky/,2026-04-02 18:35:41
Nike,1894664984469611,Outfits Sale,759111013961793,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,TOCA AHORA➡️,"🎁 ZAPATILLAS GRATIS PARA PROBAR 🎁
✅ Sin impuestos, sin registro — solo sigue los pasos.",newsexperty.com,Learn more,https://newsexperty.com/quiz-lp/?id=free-nike&utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term=fb-{{placement}},2025-10-30,2025-11-15,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2946.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61581944322114/,2026-04-02 18:35:41
Nike,1159636692272189,Outfits Sale,759111013961793,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,TOCA AHORA➡️,"🎁 ZAPATILLAS GRATIS PARA PROBAR 🎁
✅ Sin impuestos, sin registro — solo sigue los pasos.",newsexperty.com,Learn more,https://newsexperty.com/quiz-lp/?id=free-nike&utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term=fb-{{placement}},2025-10-28,2025-11-14,17,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2946.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61581944322114/,2026-04-02 18:35:41
Nike,787521754066569,Outfits Sale,759111013961793,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,TOCA AHORA➡️,"🎁 ROPA GRATIS PARA PROBAR 🎁
✅ Sin impuestos, sin registro — solo sigue los pasos.",newsexperty.com,Learn more,https://newsexperty.com/quiz-lp/?id=free-nike&utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term=fb-{{placement}},2025-10-19,2025-11-06,18,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2946.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61581944322114/,2026-04-02 18:35:41
Nike,1394387549061470,Outfits trial,855749830951348,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,"👉 FREE NIKE CLOTHES 🔥
❌ Zero Shipping or Fees!",N/A,N/A,N/A,2025-10-19,2025-10-30,11,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,,1.0,UNKNOWN,N/A,https://www.facebook.com/61582498076900/,2026-04-02 18:35:41
Puma,779814751535467,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,CAROUSEL,N/A,  |  ,instagram.com,Visit Instagram profile,https://www.instagram.com/_u/pap_magazine,2025-10-19,2025-10-27,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3476.0,1.0,UNKNOWN,N/A,https://www.facebook.com/papmagazine/,2026-04-02 18:36:33
Zara,779814751535467,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,CAROUSEL,N/A,  |  ,instagram.com,Visit Instagram profile,https://www.instagram.com/_u/pap_magazine,2025-10-19,2025-10-27,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3476.0,1.0,UNKNOWN,N/A,https://www.facebook.com/papmagazine/,2026-04-02 18:37:31
Zara,1174072627919869,PAP Magazine,139539656770599,INACTIVE,INSTAGRAM,CAROUSEL,N/A, ,instagram.com,Visit Instagram profile,https://www.instagram.com/_u/pap_magazine,2025-10-19,2025-10-27,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3476.0,1.0,UNKNOWN,N/A,https://www.facebook.com/papmagazine/,2026-04-02 18:37:31
flash sale,1311310137009997,POUND - Rockout. Workout.,117821374931788,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},Ready to rock a job that never feels like work? Save 30% off any POUND instructor training when you register today! Use code: LABORDAY30 | Ready to rock a job that never feels like work? Save 30% off ,POUNDFIT.COM,Learn more,https://poundfit.com/instructor-training-results,2025-08-28,2025-09-06,9,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,359951.0,5.0,UNKNOWN,N/A,https://www.facebook.com/PoundFit/,2026-04-02 18:38:22
flash sale,1321292032896886,POUND - Rockout. Workout.,117821374931788,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},Ready to rock a job that never feels like work? Save 30% off any POUND instructor training when you register today! Use code: LABORDAY30 | Ready to rock a job that never feels like work? Save 30% off ,POUNDFIT.COM,Learn more,https://poundfit.com/instructor-training-results,2025-08-28,2025-09-06,9,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,359951.0,5.0,UNKNOWN,N/A,https://www.facebook.com/PoundFit/,2026-04-02 18:38:22
Puma,2595597040835047,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},Track DNA meets everyday street style. | Track DNA meets everyday street style.,id.puma.com,Learn more,https://id.puma.com/in/h-street-clp?utm_medium=BM&utm_source=FBIG&utm_budget=Regional&utm_pricing=CPM&utm_campaign=BM_ALL_FBIG_IDN_IND_BRD_Sportstyle-Prime_SS26_H-Street_SS26-H-STREET_All_HAVAS_Rose-product-static-3&utm_content={{adset.id}}_{{ad.id}},2026-03-22,2026-04-02,11,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,2.0,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,1214976603756408,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},Track DNA meets everyday street style. | Track DNA meets everyday street style.,id.puma.com,Learn more,https://id.puma.com/in/h-street-clp?utm_medium=BM&utm_source=FBIG&utm_budget=Regional&utm_pricing=CPM&utm_campaign=BM_ALL_FBIG_IDN_IND_TRF_Sportstyle-Prime_SS26_H-Street_SS26-H-STREET_All_HAVAS_Rose-product-static-1&utm_content={{adset.id}}_{{ad.id}},2026-03-21,2026-04-02,12,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,2.0,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,1353898803213707,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},Track DNA meets everyday street style. | Track DNA meets everyday street style.,id.puma.com,Learn more,https://id.puma.com/in/h-street-clp?utm_medium=BM&utm_source=FBIG&utm_budget=Regional&utm_pricing=CPM&utm_campaign=BM_ALL_FBIG_IDN_IND_TRF_Sportstyle-Prime_SS26_H-Street_SS26-H-STREET_All_HAVAS_Rose-product-static-3&utm_content={{adset.id}}_{{ad.id}},2026-03-21,2026-04-02,12,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,2.0,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,4206529786276495,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,PUMA Official Store,"🏃‍♂️ Siapkan dirimu bersama Shopee x PUMA! Kuatkan setiap langkah dengan gaya yang dirancang untuk kecepatan, kekuatan, dan aksi tanpa henti 💥 Forever Faster, hanya di Shopee.",fb.com,Learn more,https://fb.com/canvas_doc/1295690402175118,2026-02-27,2026-04-01,32,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,2.0,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,1877729626190746,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,PUMA Official Store,"🏃‍♂️ Siapkan dirimu bersama Shopee x PUMA! Kuatkan setiap langkah dengan gaya yang dirancang untuk kecepatan, kekuatan, dan aksi tanpa henti 💥 Forever Faster, hanya di Shopee.",fb.com,Learn more,https://fb.com/canvas_doc/1295690402175118,2026-02-27,2026-04-01,32,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,2.0,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,1491267015694753,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",CAROUSEL,PUMA,  |  ,id.puma.com,Shop now,https://id.puma.com/in/koleksi/select/speedcat-collection?utm_source=FB&utm_medium=SP_NEW&utm_campaign=SP_FBIG_ID_2025_Tactical_CatalogueSale_Ballet&utm_content=PROS_CAROUSEL_Ballet,2026-02-18,2026-04-01,41,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,1.0,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,912819614458334,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.name}},"Dirancang untuk menjaga kaki tetap sejuk saat bergerak.
Speedcat Go hadir dengan upper mesh yang breathable untuk kenyamanan sepanjang hari, beli sekarang di PUMA.com. | Dirancang untuk menjaga kaki t",id.puma.com,Shop now,https://id.puma.com/in/search?q=speedcat%2Bgo&originalphrase=speedcat%2Bgo&unbxduid=uid-1768187023811-5422&start=0&position=0,2026-02-09,2026-04-01,50,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,861063443598444,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,PUMA,"Main-character energy, no extras.  
Speedcat OG only.😮‍🔥 | Main-character energy, no extras.  
Speedcat OG only.😮‍🔥",id.puma.com,Shop now,https://id.puma.com/in/koleksi/select/speedcat-2,2026-02-08,2026-04-01,51,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,4131023323800366,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",CAROUSEL,PUMA,  |  ,id.puma.com,Shop now,https://id.puma.com/in/koleksi/select/speedcat-1,2025-09-21,2026-04-01,192,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,1.0,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Puma,1724046994908617,PUMA,56470448215,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},SHOP PUMA.COM | SHOP PUMA.COM,us.puma.com,Shop now,https://cat.us.criteo.com/delivery/ckwca.aspx?r=https%3a%2f%2fus.puma.com%2fus%2fen&rs=1-gQ9_l5bJ_Falt89pMcZkhjLIeHZMO13s_6apxavPyBw&no_cat,2025-07-23,2025-08-14,22,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,,UNKNOWN,N/A,https://www.facebook.com/PUMA/,2026-04-02 18:36:33
Puma,1852903725259285,PUMA,925645404185760,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.name}},"From casual style staples to specially-designed pieces, find something for every style and need. | From casual style staples to specially-designed pieces, find something for every style and need.",id.puma.com,Shop now,https://id.puma.com/in/home?utm_source=FB&utm_medium=SP_NEW&utm_campaign=SP_FBIG_ID_2024-08_FBIG_ASC_ALWAYSON&utm_content=ADV_CAROUSEL_ALLPRODUCTS,2025-06-10,2026-04-01,295,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23155173.0,,UNKNOWN,N/A,https://www.facebook.com/PUMAIndonesia/,2026-04-02 18:36:33
Zara,1365305741911597,Parfum Mewah,106492442508028,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,{{product.name}},Perfume incaran kamu lagi diskon sampai 80% | Perfume incaran kamu lagi diskon sampai 80%,shopee.co.id,Shop now,https://shopee.co.id/secretperfume.id,2025-12-11,2026-04-01,110,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,265.0,,UNKNOWN,N/A,https://www.facebook.com/100094268989100/,2026-04-02 18:37:31
Zara,882916900838755,Parfum Mewah,106492442508028,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,{{product.name}},Perfume incaran kamu lagi diskon sampai 80% | Perfume incaran kamu lagi diskon sampai 80%,shopee.co.id,Shop now,https://shopee.co.id/secretperfume.id,2025-12-10,2026-04-02,112,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,265.0,,UNKNOWN,N/A,https://www.facebook.com/100094268989100/,2026-04-02 18:37:31
flash sale,843737938010980,PatPat,370635676455673,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"📢Celebrate 11 years of matching moments📢
✨Buy 2, Get 1 Free✨
🎉SHOP NOW🎉 | 📢Celebrate 11 years of matching moments📢
✨Buy 2, Get 1 Free✨
🎉SHOP NOW🎉",patpat.com,Shop now,https://www.patpat.com/collections/matching-christmas-pajamas,2025-10-28,2025-11-25,28,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6806001.0,2.0,UNKNOWN,N/A,https://www.facebook.com/patpatshopping/,2026-04-02 18:38:22
flash sale,24868568769444723,PatPat,370635676455673,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"🎉11TH ANNIVERSARY SALE🎉
UP TO 60% OFF
Every Day a New 24-Hour Flash Deal
SHOP NOW | 🎉11TH ANNIVERSARY SALE🎉
UP TO 60% OFF
Every Day a New 24-Hour Flash Deal
SHOP NOW",patpat.com,Shop now,https://www.patpat.com/collections/11th-anniversary,2025-09-21,2025-11-24,64,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6806001.0,2.0,UNKNOWN,N/A,https://www.facebook.com/patpatshopping/,2026-04-02 18:38:22
flash sale,801705682260510,PatPat,370635676455673,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"📢Celebrate 11 Years of matching momen📢
✨Buy 2, Get 1 Free✨
🎉SHOP NOW🎉 | 📢Celebrate 11 Years of matching momen📢
✨Buy 2, Get 1 Free✨
🎉SHOP NOW🎉",patpat.com,Shop now,https://www.patpat.com/collections/matching-christmas-pajamas,2025-09-21,2025-10-29,38,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6806001.0,1.0,UNKNOWN,N/A,https://www.facebook.com/patpatshopping/,2026-04-02 18:38:22
Nike,1203874601850312,Personalize Pro,522432277618144,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,💎💖Make your control center unique🔥,"🚀Revamp your control center in seconds!
🌟Try fresh designs for FREE in Themelia!",itunes.apple.com,Use app,http://itunes.apple.com/app/id6467189759,2026-01-12,2026-02-11,30,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,88.0,,UNKNOWN,N/A,https://www.facebook.com/61570459644213/,2026-04-02 18:35:41
Adidas,699568079171631,Phototune AI Style: Art Generator,644793315377637,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Free Ghibli Style Photo!,Turn your photos into dreamy Ghibli-inspired art!!!,play.google.com,Install now,http://play.google.com/store/apps/details?id=com.wa.ai.ghibli.generator.imagemaker,2025-04-17,2025-06-04,48,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,878.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61575024894320/,2026-04-02 18:36:07
Adidas,702687948848126,Phototune AI Style: Art Generator,644793315377637,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Free Ghibli Style Photo!,Experience a Ghibli fantasy through your own photos!,play.google.com,Install now,http://play.google.com/store/apps/details?id=com.wa.ai.ghibli.generator.imagemaker,2025-04-13,2025-06-04,52,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,878.0,2.0,UNKNOWN,N/A,https://www.facebook.com/61575024894320/,2026-04-02 18:36:07
Adidas,1001007972136554,Phototune AI Style: Art Generator,644793315377637,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Free Ghibli Style Photo!,Turn your photo to Ghibli style for free!,play.google.com,Install now,http://play.google.com/store/apps/details?id=com.wa.ai.ghibli.generator.imagemaker,2025-04-12,2025-04-17,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,878.0,3.0,UNKNOWN,N/A,https://www.facebook.com/61575024894320/,2026-04-02 18:36:07
Adidas,9626166297428795,Phototune AI Style: Art Generator,644793315377637,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Free Ghibli Style Photo!,Turn your photo to Ghibli style for free!,play.google.com,Install now,http://play.google.com/store/apps/details?id=com.wa.ai.ghibli.generator.imagemaker,2025-04-10,2025-06-04,55,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,878.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61575024894320/,2026-04-02 18:36:07
H&M,641917007655730,Phòng Khám Chuyên Khoa Tim Mạch - Tĩnh Mạch PGS. BS. Trần Minh Hoàng,1264312083695473,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",IMAGE,N/A,"KHÁM SUY GIÃN TĨNH MẠCH - HẸP TẮC MẠCH MÁU CHI DƯỚI, PHÌNH ĐỘNG MẠCH CHỦ BỤNG, PHÌNH ĐỘNG MẠCH CHỦ NGỰC, HẸP TẮC ĐỘNG MẠCH THẬN VÀ MẠCH MÁU...
👉 Tốt Nghiệp BS Mạch Máu và Can Thiệp Mạch Máu tại PHÁP. ",N/A,Send message,N/A,2023-07-06,2026-04-02,1001,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,92348.0,1.0,UNKNOWN,N/A,https://www.facebook.com/phongkhammachmau/,2026-04-02 18:37:56
Nike,2451030038674497,Pietra Ivanov,608081085730155,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,GANA PRODUCTOS NIKE CONVIRTIÉNDOTE EN PROBADOR OFICIAL,¿Eres un atleta apasionado o un fanático del deporte? 🏃‍♀️💨 Nike te invita a formar parte de su exclusivo programa de Product Testing.,trendsburst.com,Learn more,https://trendsburst.com/quiz-lp/?id=nike-tenis&utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term=fb-{{placement}},2026-02-03,2026-02-15,12,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1281.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61575912497797/,2026-04-02 18:35:41
Nike,1946941249226385,Pietra Ivanov,608081085730155,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,GANA PRODUCTOS NIKE CONVIRTIÉNDOTE EN PROBADOR OFICIAL,¿Eres un atleta apasionado o un fanático del deporte? 🏃‍♀️💨 Nike te invita a formar parte de su exclusivo programa de Product Testing.,trendsburst.com,Learn more,https://trendsburst.com/quiz-lp/?id=nike-tenis&utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term=fb-{{placement}},2026-01-19,2026-02-15,27,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1281.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61575912497797/,2026-04-02 18:35:41
Nike,900190902482349,Pietra Ivanov,608081085730155,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,GANA PRODUCTOS NIKE CONVIRTIÉNDOTE EN PROBADOR OFICIAL,¿Eres un atleta apasionado o un fanático del deporte? 🏃‍♀️💨 Nike te invita a formar parte de su exclusivo programa de Product Testing.,trendsburst.com,Learn more,https://trendsburst.com/quiz-lp/?id=nike-tenis&utm_source=facebook&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term=fb-{{placement}},2026-01-19,2026-02-15,27,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1281.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61575912497797/,2026-04-02 18:35:41
H&M,1150365069589298,Pink Cute APP,264133873450907,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Super hot keyboard stickers app,"Pink Cute Theme is a FREE and personalized emoji keyboard app for android, latest and stylish keyboard helps you change your typing style and beautify your input experience!",play.google.com,Install now,http://play.google.com/store/apps/details?id=com.ikeyboard.theme.pinkcutehippo,2024-06-05,2025-05-16,345,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,12896.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61557643712959/,2026-04-02 18:37:56
H&M,1415025836297813,Pink RGB Heart Keyboard,555033904367849,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,𝔹𝕖𝕤𝕥 𝕨𝕚𝕕𝕘𝕖𝕥𝕤 𝔸ℙℙ 𝕗𝕣𝕖𝕖 𝕟𝕠𝕨🔥,🔥🍭Themepack is a FREE and personalized APP😍 various styles of Theme💎 、Weather💖、Photo😊、Clock、Calendar to pick,play.google.com,Install now,http://play.google.com/store/apps/details?id=com.ikeyboard.theme.pink.rgb.heart,2025-04-23,2026-04-01,343,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,547.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61573992227310/,2026-04-02 18:37:56
diskon,1285580459242884,Pintu Baja Fortress,320780068550292,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",VIDEO,N/A,"Yang Ingin Lihat dan Pegang secara Langsung @pintubajafortress segera merapat ke @centralparkmall LG Floor !!! Harga Start 1 Jutaan 😄👍

@soegimitro
#TinjuBalingBaling
#PakarDigitalBranding

🔔FORTRESS ",N/A,N/A,N/A,2024-10-29,2026-04-01,519,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,615.0,1.0,UNKNOWN,N/A,https://www.facebook.com/soegimitro/,2026-04-02 18:38:47
Puma,1464064322169644,Planeta Sport,134402416632442,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2026-02-27,2026-04-02,33,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307905.0,,UNKNOWN,N/A,https://www.facebook.com/planetasportrs/,2026-04-02 18:36:33
Puma,1059391239711083,Planeta Sport,134402416632442,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2026-01-29,2026-02-16,18,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307905.0,,UNKNOWN,N/A,https://www.facebook.com/planetasportrs/,2026-04-02 18:36:33
Puma,1641698490577142,Planeta Sport,134402416632442,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2025-12-12,2026-01-30,49,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307905.0,,UNKNOWN,N/A,https://www.facebook.com/planetasportrs/,2026-04-02 18:36:33
Puma,808763548553232,Planeta Sport,134402416632442,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2025-10-15,2025-11-05,21,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307905.0,,UNKNOWN,N/A,https://www.facebook.com/planetasportrs/,2026-04-02 18:36:33
Adidas,1310679000201585,Polish Soccer Skills,178584195515762,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},Najlepsze obozy piłkarskie dla dziewczyn i chłopców w wieku 7-19 lat! Indywidualny i kompleksowy trening! Szansa na rozwój! | Najlepsze obozy piłkarskie dla dziewczyn i chłopców w wieku 7-19 lat! Indy,soccerskills.pl,Learn more,https://soccerskills.pl/pl/obozy-letnie?utm_source=FB-rodzice-foto&utm_medium=FB-rodzice-foto&utm_campaign=FB-rodzice-foto,2025-03-10,2025-05-31,82,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,164653.0,1.0,UNKNOWN,N/A,https://www.facebook.com/PolishSoccerSkills/,2026-04-02 18:36:07
diskon,306012018929984,Pusat Grosir,108645868960696,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,SUDAH BENARKAH SHOLATMU?,"𝗣𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗦𝗵𝗮𝗹𝗮𝘁𝗺𝘂 𝗺𝗮𝗸𝗮 𝗔𝗹𝗹𝗮𝗵 𝗮𝗸𝗮𝗻 𝗺𝗲𝗺𝗽𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗵𝗶𝗱𝘂𝗽𝗺𝘂

Orang-orang mencari buku ini karena ingin memperbaiki shalatnya agar diterima dan bermanfaat pada kehidupan.

AMALAN YANG PERTAMA DIHISAB
Dari An",tokobio.site,Order now,http://tokobio.site/bts,2023-11-15,2024-01-15,61,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7487.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100094435786005/,2026-04-02 18:38:47
